pos	nA	nC	nG	nT	GCsk	TAsk	cGCsk	cTAsk
650500	233	184	228	355	44	122	15779	5159
651500	320	162	192	326	30	6	15809	5165
652500	343	178	202	277	24	-66	15833	5099
653500	286	214	194	306	-20	20	15813	5119
654500	303	196	182	319	-14	16	15799	5135
655500	287	179	207	327	28	40	15827	5175
656500	279	194	221	306	27	27	15854	5202
657500	297	177	209	317	32	20	15886	5222
658500	279	193	217	311	24	32	15910	5254
659500	282	170	191	357	21	75	15931	5329
660500	290	182	204	324	22	34	15953	5363
661500	298	182	200	320	18	22	15971	5385
662500	272	200	201	327	1	55	15972	5440
663500	305	186	170	339	-16	34	15956	5474
664500	310	177	182	331	5	21	15961	5495
665500	277	189	230	304	41	27	16002	5522
666500	336	164	209	291	45	-45	16047	5477
667500	319	158	228	295	70	-24	16117	5453
668500	343	144	208	305	64	-38	16181	5415
669500	388	151	166	295	15	-93	16196	5322
670500	284	149	219	348	70	64	16266	5386
671500	263	179	229	329	50	66	16316	5452
672500	254	184	207	355	23	101	16339	5553
673500	273	153	188	386	35	113	16374	5666
674500	324	163	218	295	55	-29	16429	5637
675500	305	183	288	224	105	-81	16534	5556
676500	257	212	311	220	99	-37	16633	5519
677500	300	176	310	214	134	-86	16767	5433
678500	270	202	322	206	120	-64	16887	5369
679500	242	217	311	230	94	-12	16981	5357
680500	285	207	204	304	-3	19	16978	5376
681500	301	210	178	311	-32	10	16946	5386
682500	314	184	173	329	-11	15	16935	5401
683500	315	174	190	321	16	6	16951	5407
684500	346	178	190	286	12	-60	16963	5347
685500	336	215	196	253	-19	-83	16944	5264
686500	300	172	187	341	15	41	16959	5305
687500	315	182	200	303	18	-12	16977	5293
688500	298	178	223	301	45	3	17022	5296
689500	298	171	206	325	35	27	17057	5323
690500	293	175	181	351	6	58	17063	5381
691500	268	198	215	319	17	51	17080	5432
692500	313	167	234	286	67	-27	17147	5405
693500	303	139	223	335	84	32	17231	5437
694500	335	193	186	286	-7	-49	17224	5388
695500	348	168	191	293	23	-55	17247	5333
696500	285	193	201	321	8	36	17255	5369
697500	303	159	237	301	78	-2	17333	5367
698500	300	193	198	309	5	9	17338	5376
699500	303	181	194	322	13	19	17351	5395
700500	302	167	206	325	39	23	17390	5418
701500	276	186	245	293	59	17	17449	5435
702500	312	177	224	287	47	-25	17496	5410
703500	299	184	211	306	27	7	17523	5417
704500	298	186	224	292	38	-6	17561	5411
705500	298	182	237	283	55	-15	17616	5396
706500	272	192	258	278	66	6	17682	5402
707500	286	173	220	321	47	35	17729	5437
708500	283	212	208	297	-4	14	17725	5451
709500	319	200	199	282	-1	-37	17724	5414
710500	356	210	216	218	6	-138	17730	5276
711500	271	151	200	378	49	107	17779	5383
712500	331	169	190	310	21	-21	17800	5362
713500	285	219	198	298	-21	13	17779	5375
714500	313	177	192	318	15	5	17794	5380
715500	296	174	169	361	-5	65	17789	5445
716500	256	178	213	353	35	97	17824	5542
717500	277	171	212	340	41	63	17865	5605
718500	324	179	180	317	1	-7	17866	5598
719500	302	185	183	330	-2	28	17864	5626
720500	282	179	212	327	33	45	17897	5671
721500	281	192	197	330	5	49	17902	5720
722500	313	150	201	336	51	23	17953	5743
723500	301	154	183	362	29	61	17982	5804
724500	261	187	187	365	0	104	17982	5908
725500	300	154	187	359	33	59	18015	5967
726500	369	146	209	276	63	-93	18078	5874
727500	355	193	179	273	-14	-82	18064	5792
728500	325	174	203	298	29	-27	18093	5765
729500	273	174	230	323	56	50	18149	5815
730500	305	203	194	298	-9	-7	18140	5808
731500	302	194	224	280	30	-22	18170	5786
732500	302	184	230	284	46	-18	18216	5768
733500	283	200	243	274	43	-9	18259	5759
734500	248	213	240	299	27	51	18286	5810
735500	296	198	232	274	34	-22	18320	5788
736500	286	185	221	308	36	22	18356	5810
737500	260	224	230	286	6	26	18362	5836
738500	276	217	214	293	-3	17	18359	5853
739500	285	161	195	359	34	74	18393	5927
740500	294	173	191	342	18	48	18411	5975
741500	306	173	176	345	3	39	18414	6014
742500	212	186	238	364	52	152	18466	6166
743500	299	183	192	326	9	27	18475	6193
744500	256	165	223	356	58	100	18533	6293
745500	223	186	231	360	45	137	18578	6430
746500	253	181	246	320	65	67	18643	6497
747500	263	193	239	305	46	42	18689	6539
748500	299	179	225	297	46	-2	18735	6537
749500	312	174	250	264	76	-48	18811	6489
750500	341	148	192	319	44	-22	18855	6467
751500	346	174	191	289	17	-57	18872	6410
752500	336	198	203	263	5	-73	18877	6337
753500	347	170	173	310	3	-37	18880	6300
754500	291	204	229	276	25	-15	18905	6285
755500	271	199	286	236	87	-35	18992	6250
756500	251	215	306	228	91	-23	19083	6227
757500	246	214	316	224	102	-22	19185	6205
758500	247	207	317	229	110	-18	19295	6187
759500	252	214	312	219	98	-33	19393	6154
760500	245	200	313	217	113	-28	19506	6126
761500	244	206	311	216	105	-28	19611	6098
762500	245	207	304	217	97	-28	19708	6070
763500	239	207	318	229	111	-10	19819	6060
764500	244	210	314	218	104	-26	19923	6034
765500	258	208	311	223	103	-35	20026	5999
766500	253	214	320	213	106	-40	20132	5959
767500	244	207	317	232	110	-12	20242	5947
768500	246	212	318	224	106	-22	20348	5925
769500	247	208	316	229	108	-18	20456	5907
770500	251	218	312	219	94	-32	20550	5875
771500	259	204	309	228	105	-31	20655	5844
772500	313	158	215	314	57	1	20712	5845
773500	304	173	223	300	50	-4	20762	5841
774500	306	157	247	290	90	-16	20852	5825
775500	274	185	251	290	66	16	20918	5841
776500	325	177	210	288	33	-37	20951	5804
777500	258	173	239	330	66	72	21017	5876
778500	330	127	236	307	109	-23	21126	5853
779500	282	177	249	292	72	10	21198	5863
780500	289	163	225	323	62	34	21260	5897
781500	283	173	233	311	60	28	21320	5925
782500	237	172	245	346	73	109	21393	6034
783500	234	174	232	360	58	126	21451	6160
784500	261	176	214	349	38	88	21489	6248
785500	339	187	179	295	-8	-44	21481	6204
786500	363	211	176	250	-35	-113	21446	6091
787500	367	195	200	238	5	-129	21451	5962
788500	303	209	185	303	-24	0	21427	5962
789500	331	174	195	300	21	-31	21448	5931
790500	314	187	227	272	40	-42	21488	5889
791500	290	188	231	291	43	1	21531	5890
792500	263	186	232	319	46	56	21577	5946
793500	258	174	207	361	33	103	21610	6049
794500	321	155	230	294	75	-27	21685	6022
795500	268	184	190	358	6	90	21691	6112
796500	317	178	213	292	35	-25	21726	6087
797500	286	209	212	293	3	7	21729	6094
798500	252	173	210	365	37	113	21766	6207
799500	286	170	196	348	26	62	21792	6269
800500	324	185	205	286	20	-38	21812	6231
801500	327	176	193	304	17	-23	21829	6208
802500	286	190	195	329	5	43	21834	6251
803500	303	163	191	343	28	40	21862	6291
804500	282	173	219	326	46	44	21908	6335
805500	254	172	217	357	45	103	21953	6438
806500	283	174	228	315	54	32	22007	6470
807500	286	197	233	284	36	-2	22043	6468
808500	276	173	226	325	53	49	22096	6517
809500	337	156	197	310	41	-27	22137	6490
810500	321	169	179	331	10	10	22147	6500
811500	295	192	186	327	-6	32	22141	6532
812500	305	164	203	328	39	23	22180	6555
813500	304	155	229	312	74	8	22254	6563
814500	292	170	224	314	54	22	22308	6585
815500	301	171	177	351	6	50	22314	6635
816500	299	160	236	305	76	6	22390	6641
817500	338	163	200	299	37	-39	22427	6602
818500	304	180	205	311	25	7	22452	6609
819500	268	191	179	362	-12	94	22440	6703
820500	270	204	198	328	-6	58	22434	6761
821500	310	214	219	257	5	-53	22439	6708
822500	304	174	216	306	42	2	22481	6710
823500	291	158	245	306	87	15	22568	6725
824500	298	167	253	282	86	-16	22654	6709
825500	288	157	211	344	54	56	22708	6765
826500	235	175	183	407	8	172	22716	6937
827500	308	164	221	307	57	-1	22773	6936
828500	243	220	218	319	-2	76	22771	7012
829500	288	235	183	294	-52	6	22719	7018
830500	296	173	222	309	49	13	22768	7031
831500	304	179	220	297	41	-7	22809	7024
832500	343	148	205	304	57	-39	22866	6985
833500	298	169	227	306	58	8	22924	6993
834500	363	148	217	272	69	-91	22993	6902
835500	369	141	215	275	74	-94	23067	6808
836500	304	193	205	298	12	-6	23079	6802
837500	262	214	212	312	-2	50	23077	6852
838500	294	188	210	308	22	14	23099	6866
839500	351	171	186	292	15	-59	23114	6807
840500	368	147	183	302	36	-66	23150	6741
841500	322	172	177	329	5	7	23155	6748
842500	260	190	196	354	6	94	23161	6842
843500	286	186	170	358	-16	72	23145	6914
844500	329	167	218	286	51	-43	23196	6871
845500	343	188	174	295	-14	-48	23182	6823
846500	281	192	202	325	10	44	23192	6867
847500	265	195	215	325	20	60	23212	6927
848500	319	174	190	317	16	-2	23228	6925
849500	275	180	233	312	53	37	23281	6962
850500	284	165	256	295	91	11	23372	6973
851500	307	152	261	280	109	-27	23481	6946
852500	306	152	240	302	88	-4	23569	6942
853500	269	178	228	325	50	56	23619	6998
854500	311	168	218	303	50	-8	23669	6990
855500	267	178	214	341	36	74	23705	7064
856500	244	175	236	345	61	101	23766	7165
857500	288	185	188	339	3	51	23769	7216
858500	288	196	226	290	30	2	23799	7218
859500	266	167	240	327	73	61	23872	7279
860500	306	185	192	317	7	11	23879	7290
861500	264	181	222	333	41	69	23920	7359
862500	279	182	190	349	8	70	23928	7429
863500	298	180	221	301	41	3	23969	7432
864500	296	190	168	346	-22	50	23947	7482
865500	294	151	158	397	7	103	23954	7585
866500	322	169	209	300	40	-22	23994	7563
867500	273	193	248	286	55	13	24049	7576
868500	271	194	250	285	56	14	24105	7590
869500	312	188	218	282	30	-30	24135	7560
870500	306	191	223	280	32	-26	24167	7534
871500	314	166	195	325	29	11	24196	7545
872500	300	169	170	361	1	61	24197	7606
873500	325	181	160	334	-21	9	24176	7615
874500	317	166	175	342	9	25	24185	7640
875500	318	200	190	292	-10	-26	24175	7614
876500	351	159	216	274	57	-77	24232	7537
877500	274	198	187	341	-11	67	24221	7604
878500	279	214	183	324	-31	45	24190	7649
879500	284	205	219	292	14	8	24204	7657
880500	290	205	216	289	11	-1	24215	7656
881500	317	212	201	270	-11	-47	24204	7609
882500	268	190	222	320	32	52	24236	7661
883500	273	188	216	323	28	50	24264	7711
884500	303	183	167	347	-16	44	24248	7755
885500	301	196	207	296	11	-5	24259	7750
886500	284	177	233	306	56	22	24315	7772
887500	314	154	238	294	84	-20	24399	7752
888500	273	184	243	300	59	27	24458	7779
889500	284	168	211	337	43	53	24501	7832
890500	236	173	246	345	73	109	24574	7941
891500	301	209	214	276	5	-25	24579	7916
892500	325	167	206	302	39	-23	24618	7893
893500	346	166	200	288	34	-58	24652	7835
894500	276	211	210	303	-1	27	24651	7862
895500	312	172	201	315	29	3	24680	7865
896500	350	144	202	304	58	-46	24738	7819
897500	295	165	218	322	53	27	24791	7846
898500	314	175	239	272	64	-42	24855	7804
899500	298	165	209	328	44	30	24899	7834
900500	288	187	248	277	61	-11	24960	7823
901500	270	191	251	288	60	18	25020	7841
902500	298	173	250	279	77	-19	25097	7822
903500	321	155	184	340	29	19	25126	7841
904500	273	162	173	392	11	119	25137	7960
905500	371	151	200	278	49	-93	25186	7867
906500	347	139	208	306	69	-41	25255	7826
907500	309	185	236	270	51	-39	25306	7787
908500	294	193	179	334	-14	40	25292	7827
909500	348	198	193	261	-5	-87	25287	7740
910500	351	178	202	269	24	-82	25311	7658
911500	312	179	199	310	20	-2	25331	7656
912500	317	172	218	293	46	-24	25377	7632
913500	309	162	239	290	77	-19	25454	7613
914500	293	159	246	302	87	9	25541	7622
915500	338	178	189	295	11	-43	25552	7579
916500	299	171	231	299	60	0	25612	7579
917500	312	161	218	309	57	-3	25669	7576
918500	296	179	236	289	57	-7	25726	7569
919500	337	153	204	306	51	-31	25777	7538
920500	297	166	226	311	60	14	25837	7552
921500	349	168	192	291	24	-58	25861	7494
922500	361	149	187	303	38	-58	25899	7436
923500	309	151	189	351	38	42	25937	7478
924500	321	156	220	303	64	-18	26001	7460
925500	339	147	179	335	32	-4	26033	7456
926500	281	130	145	444	15	163	26048	7619
927500	343	142	193	322	51	-21	26099	7598
928500	328	156	187	329	31	1	26130	7599
929500	292	175	144	389	-31	97	26099	7696
930500	311	154	187	348	33	37	26132	7733
931500	328	160	166	346	6	18	26138	7751
932500	297	186	192	325	6	28	26144	7779
933500	321	171	153	355	-18	34	26126	7813
934500	366	125	156	353	31	-13	26157	7800
935500	336	161	163	340	2	4	26159	7804
936500	347	120	147	386	27	39	26186	7843
937500	337	150	194	319	44	-18	26230	7825
938500	262	178	207	353	29	91	26259	7916
939500	313	153	219	315	66	2	26325	7918
940500	340	160	161	339	1	-1	26326	7917
941500	331	152	165	352	13	21	26339	7938
942500	319	175	158	348	-17	29	26322	7967
943500	290	156	174	380	18	90	26340	8057
944500	329	161	175	335	14	6	26354	8063
945500	317	165	183	335	18	18	26372	8081
946500	342	141	157	360	16	18	26388	8099
947500	329	131	167	373	36	44	26424	8143
948500	350	160	159	331	-1	-19	26423	8124
949500	374	138	172	316	34	-58	26457	8066
950500	303	182	178	337	-4	34	26453	8100
951500	301	182	220	297	38	-4	26491	8096
952500	273	192	255	280	63	7	26554	8103
953500	305	168	218	309	50	4	26604	8107
954500	282	200	189	329	-11	47	26593	8154
955500	308	157	175	360	18	52	26611	8206
956500	296	169	164	371	-5	75	26606	8281
957500	260	179	188	373	9	113	26615	8394
958500	263	219	199	319	-20	56	26595	8450
959500	314	167	224	295	57	-19	26652	8431
960500	270	189	210	331	21	61	26673	8492
961500	314	156	192	338	36	24	26709	8516
962500	300	183	228	289	45	-11	26754	8505
963500	403	125	150	322	25	-81	26779	8424
964500	288	197	214	301	17	13	26796	8437
965500	267	215	202	316	-13	49	26783	8486
966500	277	210	209	304	-1	27	26782	8513
967500	267	220	226	287	6	20	26788	8533
968500	265	180	224	331	44	66	26832	8599
969500	286	165	197	352	32	66	26864	8665
970500	222	186	261	331	75	109	26939	8774
971500	279	174	199	348	25	69	26964	8843
972500	290	208	213	289	5	-1	26969	8842
973500	281	190	198	331	8	50	26977	8892
974500	283	189	206	322	17	39	26994	8931
975500	283	173	260	284	87	1	27081	8932
976500	287	158	232	323	74	36	27155	8968
977500	262	154	219	365	65	103	27220	9071
978500	258	170	233	339	63	81	27283	9152
979500	293	177	225	305	48	12	27331	9164
980500	315	172	228	285	56	-30	27387	9134
981500	292	188	237	283	49	-9	27436	9125
982500	313	164	228	295	64	-18	27500	9107
983500	275	185	242	298	57	23	27557	9130
984500	249	168	236	347	68	98	27625	9228
985500	297	168	196	339	28	42	27653	9270
986500	299	182	203	316	21	17	27674	9287
987500	297	162	240	301	78	4	27752	9291
988500	335	150	221	294	71	-41	27823	9250
989500	342	168	231	259	63	-83	27886	9167
990500	307	165	226	302	61	-5	27947	9162
991500	306	154	224	316	70	10	28017	9172
992500	315	170	223	292	53	-23	28070	9149
993500	300	151	184	365	33	65	28103	9214
994500	307	185	185	323	0	16	28103	9230
995500	350	152	198	300	46	-50	28149	9180
996500	277	177	207	339	30	62	28179	9242
997500	271	185	224	320	39	49	28218	9291
998500	346	169	214	271	45	-75	28263	9216
999500	307	186	223	284	37	-23	28300	9193
1000500	322	164	202	312	38	-10	28338	9183
1001500	314	163	224	299	61	-15	28399	9168
1002500	336	165	200	299	35	-37	28434	9131
1003500	304	163	222	311	59	7	28493	9138
1004500	300	199	190	311	-9	11	28484	9149
1005500	306	172	189	333	17	27	28501	9176
1006500	289	184	192	335	8	46	28509	9222
1007500	284	216	197	303	-19	19	28490	9241
1008500	293	190	196	321	6	28	28496	9269
1009500	264	197	188	351	-9	87	28487	9356
1010500	289	196	168	347	-28	58	28459	9414
1011500	297	200	191	312	-9	15	28450	9429
1012500	317	160	195	328	35	11	28485	9440
1013500	243	141	252	364	111	121	28596	9561
1014500	304	169	220	307	51	3	28647	9564
1015500	326	139	206	329	67	3	28714	9567
1016500	286	185	254	275	69	-11	28783	9556
1017500	302	174	214	310	40	8	28823	9564
1018500	285	220	207	288	-13	3	28810	9567
1019500	296	184	194	326	10	30	28820	9597
1020500	268	210	193	329	-17	61	28803	9658
1021500	294	155	197	354	42	60	28845	9718
1022500	318	147	221	314	74	-4	28919	9714
1023500	260	175	204	361	29	101	28948	9815
1024500	267	202	180	351	-22	84	28926	9899
1025500	303	167	188	342	21	39	28947	9938
1026500	220	183	234	363	51	143	28998	10081
1027500	288	169	226	317	57	29	29055	10110
1028500	185	175	250	390	75	205	29130	10315
1029500	255	154	254	337	100	82	29230	10397
1030500	269	163	221	347	58	78	29288	10475
1031500	329	179	229	263	50	-66	29338	10409
1032500	312	195	200	293	5	-19	29343	10390
1033500	285	205	199	311	-6	26	29337	10416
1034500	314	179	197	310	18	-4	29355	10412
1035500	287	176	250	287	74	0	29429	10412
1036500	309	153	243	295	90	-14	29519	10398
1037500	268	166	239	327	73	59	29592	10457
1038500	326	156	193	325	37	-1	29629	10456
1039500	315	161	227	297	66	-18	29695	10438
1040500	289	167	223	321	56	32	29751	10470
1041500	295	216	205	284	-11	-11	29740	10459
1042500	338	201	211	250	10	-88	29750	10371
1043500	266	208	202	324	-6	58	29744	10429
1044500	259	189	189	363	0	104	29744	10533
1045500	318	140	160	382	20	64	29764	10597
1046500	312	153	177	358	24	46	29788	10643
1047500	318	189	201	292	12	-26	29800	10617
1048500	251	181	206	362	25	111	29825	10728
1049500	279	166	233	322	67	43	29892	10771
1050500	309	173	180	338	7	29	29899	10800
1051500	274	168	195	363	27	89	29926	10889
1052500	290	186	196	328	10	38	29936	10927
1053500	284	232	193	291	-39	7	29897	10934
1054500	288	179	183	350	4	62	29901	10996
1055500	322	204	178	296	-26	-26	29875	10970
1056500	326	179	205	290	26	-36	29901	10934
1057500	320	150	237	293	87	-27	29988	10907
1058500	332	144	222	302	78	-30	30066	10877
1059500	328	141	196	335	55	7	30121	10884
1060500	330	153	198	319	45	-11	30166	10873
1061500	342	160	204	294	44	-48	30210	10825
1062500	284	169	223	324	54	40	30264	10865
1063500	312	139	200	349	61	37	30325	10902
1064500	349	173	195	283	22	-66	30347	10836
1065500	321	173	192	314	19	-7	30366	10829
1066500	297	161	178	364	17	67	30383	10896
1067500	293	186	199	322	13	29	30396	10925
1068500	300	132	177	391	45	91	30441	11016
1069500	331	137	185	347	48	16	30489	11032
1070500	345	163	214	278	51	-67	30540	10965
1071500	322	150	201	327	51	5	30591	10970
1072500	292	168	226	314	58	22	30649	10992
1073500	315	162	232	291	70	-24	30719	10968
1074500	263	183	213	341	30	78	30749	11046
1075500	271	169	168	392	-1	121	30748	11167
1076500	328	166	221	285	55	-43	30803	11124
1077500	293	166	197	344	31	51	30834	11175
1078500	290	170	202	338	32	48	30866	11223
1079500	326	171	240	263	69	-63	30935	11160
1080500	340	160	217	283	57	-57	30992	11103
1081500	295	177	224	304	47	9	31039	11112
1082500	309	175	231	285	56	-24	31095	11088
1083500	305	184	237	274	53	-31	31148	11057
1084500	318	161	220	301	59	-17	31207	11040
1085500	325	169	203	303	34	-22	31241	11018
1086500	304	148	181	367	33	63	31274	11081
1087500	319	163	203	315	40	-4	31314	11077
1088500	315	172	211	302	39	-13	31353	11064
1089500	292	173	235	300	62	8	31415	11072
1090500	274	169	264	293	95	19	31510	11091
1091500	281	207	192	320	-15	39	31495	11130
1092500	262	204	210	324	6	62	31501	11192
1093500	290	188	200	322	12	32	31513	11224
1094500	263	172	183	382	11	119	31524	11343
1095500	338	147	221	294	74	-44	31598	11299
1096500	353	153	201	293	48	-60	31646	11239
1097500	323	175	218	284	43	-39	31689	11200
1098500	319	158	214	309	56	-10	31745	11190
1099500	326	185	232	257	47	-69	31792	11121
1100500	351	122	217	310	95	-41	31887	11080
1101500	299	174	219	308	45	9	31932	11089
1102500	347	154	183	316	29	-31	31961	11058
1103500	356	171	197	276	26	-80	31987	10978
1104500	313	166	210	311	44	-2	32031	10976
1105500	307	167	229	297	62	-10	32093	10966
1106500	269	190	237	304	47	35	32140	11001
1107500	316	169	226	289	57	-27	32197	10974
1108500	276	165	234	325	69	49	32266	11023
1109500	305	167	209	319	42	14	32308	11037
1110500	237	173	175	415	2	178	32310	11215
1111500	209	196	189	406	-7	197	32303	11412
1112500	309	160	209	322	49	13	32352	11425
1113500	316	203	198	283	-5	-33	32347	11392
1114500	283	182	195	340	13	57	32360	11449
1115500	313	147	210	330	63	17	32423	11466
1116500	305	167	223	305	56	0	32479	11466
1117500	264	191	234	311	43	47	32522	11513
1118500	278	165	191	366	26	88	32548	11601
1119500	322	149	198	331	49	9	32597	11610
1120500	298	172	250	280	78	-18	32675	11592
1121500	259	191	252	298	61	39	32736	11631
1122500	279	178	232	311	54	32	32790	11663
1123500	340	189	191	280	2	-60	32792	11603
1124500	341	150	215	294	65	-47	32857	11556
1125500	287	156	258	299	102	12	32959	11568
1126500	278	174	272	276	98	-2	33057	11566
1127500	298	169	229	304	60	6	33117	11572
1128500	308	161	216	315	55	7	33172	11579
1129500	308	173	204	315	31	7	33203	11586
1130500	275	209	204	312	-5	37	33198	11623
1131500	258	195	231	316	36	58	33234	11681
1132500	293	164	210	333	46	40	33280	11721
1133500	260	173	218	349	45	89	33325	11810
1134500	293	178	206	323	28	30	33353	11840
1135500	284	187	218	311	31	27	33384	11867
1136500	325	170	208	297	38	-28	33422	11839
1137500	276	162	255	307	93	31	33515	11870
1138500	308	174	228	290	54	-18	33569	11852
1139500	318	164	205	313	41	-5	33610	11847
1140500	316	155	224	305	69	-11	33679	11836
1141500	249	163	212	376	49	127	33728	11963
1142500	264	184	210	342	26	78	33754	12041
1143500	275	179	234	312	55	37	33809	12078
1144500	285	169	254	292	85	7	33894	12085
1145500	296	184	236	284	52	-12	33946	12073
1146500	278	175	225	322	50	44	33996	12117
1147500	282	211	211	296	0	14	33996	12131
1148500	284	148	186	382	38	98	34034	12229
1149500	214	191	219	376	28	162	34062	12391
1150500	280	172	185	363	13	83	34075	12474
1151500	265	180	251	304	71	39	34146	12513
1152500	292	165	233	310	68	18	34214	12531
1153500	268	216	171	345	-45	77	34169	12608
1154500	273	175	173	379	-2	106	34167	12714
1155500	322	150	155	373	5	51	34172	12765
1156500	332	175	185	308	10	-24	34182	12741
1157500	356	205	202	237	-3	-119	34179	12622
1158500	324	175	179	322	4	-2	34183	12620
1159500	274	202	203	321	1	47	34184	12667
1160500	309	178	164	349	-14	40	34170	12707
1161500	297	229	164	310	-65	13	34105	12720
1162500	337	140	191	332	51	-5	34156	12715
1163500	320	147	159	374	12	54	34168	12769
1164500	307	179	213	301	34	-6	34202	12763
1165500	275	200	241	284	41	9	34243	12772
1166500	312	183	214	291	31	-21	34274	12751
1167500	333	155	169	343	14	10	34288	12761
1168500	318	170	163	349	-7	31	34281	12792
1169500	369	137	142	352	5	-17	34286	12775
1170500	258	203	206	333	3	75	34289	12850
1171500	314	156	204	326	48	12	34337	12862
1172500	240	176	201	383	25	143	34362	13005
1173500	264	174	211	351	37	87	34399	13092
1174500	324	144	180	352	36	28	34435	13120
1175500	334	180	136	350	-44	16	34391	13136
1176500	306	150	151	393	1	87	34392	13223
1177500	334	180	160	326	-20	-8	34372	13215
1178500	250	181	212	357	31	107	34403	13322
1179500	285	162	237	316	75	31	34478	13353
1180500	278	213	207	302	-6	24	34472	13377
1181500	285	198	214	303	16	18	34488	13395
1182500	275	206	208	311	2	36	34490	13431
1183500	252	200	232	316	32	64	34522	13495
1184500	290	197	194	319	-3	29	34519	13524
1185500	284	194	222	300	28	16	34547	13540
1186500	264	199	223	314	24	50	34571	13590
1187500	252	214	229	305	15	53	34586	13643
1188500	260	182	244	314	62	54	34648	13697
1189500	279	207	226	288	19	9	34667	13706
1190500	275	214	217	294	3	19	34670	13725
1191500	308	185	223	284	38	-24	34708	13701
1192500	241	194	238	327	44	86	34752	13787
1193500	251	188	207	354	19	103	34771	13890
1194500	237	166	227	370	61	133	34832	14023
1195500	342	178	195	285	17	-57	34849	13966
1196500	343	139	184	334	45	-9	34894	13957
1197500	289	174	170	367	-4	78	34890	14035
1198500	323	144	169	364	25	41	34915	14076
1199500	368	147	180	305	33	-63	34948	14013
1200500	301	215	198	286	-17	-15	34931	13998
1201500	275	177	203	345	26	70	34957	14068
1202500	340	148	177	335	29	-5	34986	14063
1203500	300	170	186	344	16	44	35002	14107
1204500	299	152	187	362	35	63	35037	14170
1205500	350	169	189	292	20	-58	35057	14112
1206500	343	159	200	298	41	-45	35098	14067
1207500	340	154	190	316	36	-24	35134	14043
1208500	317	151	207	325	56	8	35190	14051
1209500	333	145	179	343	34	10	35224	14061
1210500	304	140	234	322	94	18	35318	14079
1211500	300	158	160	382	2	82	35320	14161
1212500	283	205	176	336	-29	53	35291	14214
1213500	348	155	158	339	3	-9	35294	14205
1214500	248	227	265	260	38	12	35332	14217
1215500	224	271	260	245	-11	21	35321	14238
1216500	262	239	239	260	0	-2	35321	14236
1217500	272	228	247	253	19	-19	35340	14217
1218500	309	175	229	287	54	-22	35394	14195
1219500	367	144	167	322	23	-45	35417	14150
1220500	361	151	190	298	39	-63	35456	14087
1221500	284	185	211	320	26	36	35482	14123
1222500	293	157	185	365	28	72	35510	14195
1223500	304	176	200	320	24	16	35534	14211
1224500	278	178	196	348	18	70	35552	14281
1225500	308	155	168	369	13	61	35565	14342
1226500	358	139	168	335	29	-23	35594	14319
1227500	332	182	181	305	-1	-27	35593	14292
1228500	276	155	216	353	61	77	35654	14369
1229500	295	156	177	372	21	77	35675	14446
1230500	286	158	174	382	16	96	35691	14542
1231500	328	181	194	297	13	-31	35704	14511
1232500	276	168	211	345	43	69	35747	14580
1233500	309	175	190	326	15	17	35762	14597
1234500	292	173	197	338	24	46	35786	14643
1235500	293	166	174	367	8	74	35794	14717
1236500	267	200	163	370	-37	103	35757	14820
1237500	280	168	207	345	39	65	35796	14885
1238500	302	187	165	346	-22	44	35774	14929
1239500	305	222	204	269	-18	-36	35756	14893
1240500	272	206	204	318	-2	46	35754	14939
1241500	297	198	164	341	-34	44	35720	14983
1242500	299	184	178	339	-6	40	35714	15023
1243500	314	196	196	294	0	-20	35714	15003
1244500	326	168	211	295	43	-31	35757	14972
1245500	337	193	166	304	-27	-33	35730	14939
1246500	308	194	205	293	11	-15	35741	14924
1247500	312	168	195	325	27	13	35768	14937
1248500	298	154	185	363	31	65	35799	15002
1249500	327	143	174	356	31	29	35830	15031
1250500	323	187	193	297	6	-26	35836	15005
1251500	322	158	213	307	55	-15	35891	14990
1252500	314	148	224	314	76	0	35967	14990
1253500	296	182	179	343	-3	47	35964	15037
1254500	280	210	195	315	-15	35	35949	15072
1255500	322	157	178	343	21	21	35970	15093
1256500	323	173	220	284	47	-39	36017	15054
1257500	378	170	184	268	14	-110	36031	14944
1258500	294	205	178	323	-27	29	36004	14973
1259500	320	189	185	306	-4	-14	36000	14959
1260500	308	203	165	324	-38	16	35962	14975
1261500	337	177	158	328	-19	-9	35943	14966
1262500	279	210	204	307	-6	28	35937	14994
1263500	307	162	197	334	35	27	35972	15021
1264500	319	169	171	341	2	22	35974	15043
1265500	303	210	191	296	-19	-7	35955	15036
1266500	313	172	180	335	8	22	35963	15058
1267500	374	166	223	237	57	-137	36020	14921
1268500	369	184	199	248	15	-121	36035	14800
1269500	284	197	201	318	4	34	36039	14834
1270500	270	191	176	363	-15	93	36024	14927
1271500	286	178	168	368	-10	82	36014	15009
1272500	342	141	188	329	47	-13	36061	14996
1273500	313	141	244	302	103	-11	36164	14985
1274500	344	160	186	310	26	-34	36190	14951
1275500	328	165	218	289	53	-39	36243	14912
1276500	332	155	208	305	53	-27	36296	14885
1277500	326	164	197	313	33	-13	36329	14872
1278500	327	172	226	275	54	-52	36383	14820
1279500	272	171	173	384	2	112	36385	14932
1280500	308	174	238	280	64	-28	36449	14904
1281500	314	158	171	357	13	43	36462	14947
1282500	310	155	185	350	30	40	36492	14987
1283500	253	177	209	361	32	108	36524	15095
1284500	297	173	208	322	35	25	36559	15120
